_id,sn,mda,purpose,state,lga,address,landmark,year_commissioned,valuation,lat,lng
asset_0f8aeab883,1402,State Office,Office Building,River,Port Harcourt,"No. 5, Olumeni Street
Off Forces Avenue, Old G.R.A",,,,5.2914028,8.2972844
asset_36daec7ef2,1403,State Office,Office Building,Sokoto,Sokoto,"Plot 2253, Opposite WAEC Office,
Off Tsafe Road",,,,13.0610588,5.2373194
asset_d6b45e786f,1404,Economic And Financial Crimes Commission (EFCC) Headquarters,Office Building,Abuja,AMAC,"Plot 301/302, Research and Institutions District",,,,9.0552729,7.4662595
asset_bd900602a7,1405,Economic And Financial Crimes Commission (EFCC) Abuja Command,Office Building,Abuja,AMAC,"No. 5, Fomella Street, Off Adetokunbo Ademola Crescent,",,,,9.0552729,7.4662595
asset_706add5206,1406,Economic And Financial Crimes Commission (EFCC) Lagos Command,Office Building,Lagos,Ikoyi,"No. 15A, Awolowo Road,",,,,6.4445158,3.4259879
asset_ff2b3e960e,1411,Economic And Financial Crimes Commission (EFCC) Oyo Command,Office Building,Oyo,Ibadan,"16 A, Reverend Oyebode Crescent,
Iyaganku",,,,7.3786064,3.8969928
asset_5dfe50405e,1412,Economic And Financial Crimes Commission (EFCC) Kaduna Command,Office Building,Kaduna,Kaduna,"No. 4 Wurno Road,
Badarawa",,,,10.5182899,7.4359863
asset_4d555d2db0,1413,Economic And Financial Crimes Commission (EFCC) Borno Command,Office Building,Borno,Maiduguri,"Plot No. 80 Babashehu Lami Street,
Opposite Ekanemi College,
Tatun Wada Layout",,,,11.8395375,13.1536214
asset_8384bbec43,1414,Economic And Financial Crimes Commission (EFCC) Edo Command,Office Building,Edo,Benin,"No. 1 High Court Road,
GRA",,,,6.3330586,5.6221058
asset_da433734fb,1415,Economic And Financial Crimes Commission (EFCC) Akwa Ibom Command,Office Building,Akwa Ibom,Uyo,"No 3 Akparawa Crescent
Off Edet Akpan Avenue (Four Lane)
Ewet Housing",,,,4.990237,7.9974399
asset_3ef66a27df,1417,Economic And Financial Crimes Commission (EFCC) Kwara Command,Office Building,Kwara,Ilorin,"No 1 Catchment close, off forest Road, GRA",,,,8.4963657,4.5480484
asset_ceb3db5861,1418,Economic And Financial Crimes Commission (EFCC) Benue Command,Office Building,Benue,Makurdi,"Plot 193, Gondu Aluor Road, Old GRA",,,,7.7312634,8.538425
asset_486395230a,1419,Economic And Financial Crimes Commission (EFCC) Akwa Ibom Command,Office Building,Lagos,Ikoyi,"No. 10, Okotie Eboh Street,
South-West Ikoyi",,,,6.4523431,3.4280523
asset_5ebda0cc00,,STATE FEDERAL SECRETARIATS,Office Building,,,,,,,,
asset_dbd922bf78,1425,"Federal Government Secretariat, Abeokuta",Office Building,Ogun,Abeokuta,,,,,7.161,3.348
asset_6b75d075a7,1426,"Federal Government Secretariat, Akure",Office Building,Ondo,Akure,,,,,7.2525595,5.1932647
asset_02015c9639,1427,"Federal Government Secretariat, Asaba",Office Building,Delta,Asaba,,,,,6.1858825,6.7297071
asset_4d838b7eaa,1429,"Federal Government Secretariat, Benin",Office Building,Edo,Benin,,,,,6.3330586,5.6221058
asset_d25e7533d3,1430,"Federal Government Secretariat, Calabar",Office Building,Cross River,Calabar,,,,,4.9795999,8.3373597
asset_d008fa0b3c,1431,"Federal Government Secretariat, Damaturu",Office Building,Yobe,Damaturu,,,,,11.747,11.9608
asset_cb4e63ed78,1432,"Federal Government Secretariat, Dutse",Office Building,Jigawa,Dutse,,,,,11.6909859,9.3390747
asset_be749841ee,1433,"Federal Government Secretariat, Enugu",Office Building,Enugu,Enugu,,,,,6.4496519,7.5136856
asset_0b0283ed58,1434,"Federal Government Secretariat, Gombe",Office Building,Gombe,Gombe,,,,,10.2822161,11.1629771
asset_d8a7c2c814,1435,"Federal Government Secretariat, Ibadan",Office Building,Oyo,Ibadan,,,,,7.3786064,3.8969928
asset_1888387b25,1436,"Federal Government Secretariat, Ilorin",Office Building,Kwara,Ilorin,,,,,8.4963657,4.5480484
asset_ed0670058c,1437,"Federal Government Secretariat, Jos",Office Building,Plateau,Jos,,,,,9.9175125,8.8979401
asset_e46b220622,1438,"Federal Government Secretariat, Kaduna",Office Building,Kaduna,Kaduna,,,,,10.5182899,7.4359863
asset_330efb0f1b,1439,"Federal Government Secretariat, Kano",Office Building,Kano,Kano,,,,,11.9939978,8.5219738
asset_756f9d7a18,1440,"Federal Government Secretariat, Katsina",Office Building,Kastina,Kastina,,,,,,
asset_978941abb7,1441,"Federal Government Secretariat, Makurdi",Office Building,Benue,Makurdi,,,,,7.7312634,8.538425
asset_616c1c5890,1442,"Federal Government Secretariat, Maiduguri",Office Building,Borno,Maiduguri,,,,,11.8395375,13.1536214
asset_178132a339,1443,"Federal Government Secretariat, Minna",Office Building,Niger,Minna,,,,,9.6187093,6.5475752
asset_ec1126d226,1444,"Federal Government Secretariat, Owerri",Office Building,Imo,Owerri,,,,,5.489736,7.0341973
asset_691217c242,1446,"Federal Government Secretariat, Sokoto",Office Building,Sokoto,Sokoto,,,,,13.0610588,5.2373194
asset_18f53b73c1,1447,"Federal Government Secretariat, Uyo",Office Building,Akwa Ibom,Uyo,,,,,4.990237,7.9974399
asset_2d8ff9ecec,1448,"Federal Government Secretariat, Yola",Office Building,Adamawa,Yola,,,,,9.2089255,12.4802485
asset_3508cfddce,1449,"Federal Government Secretariat, Akwa",Office Building,Anambra,Awka,,,,,6.218947,7.0774372
asset_efca56068d,1450,"Federal Government Secretariat, Bayelsa",Office Building,Bayelsa,Yenagoa,,,,,4.9334651,6.2747786
asset_4b10853726,1451,"Federal Government Secretariat, zamfara",Office Building,Zamfara,Gusau,,,,,12.1658358,6.6606398
asset_95724058fa,1452,"Federal Government Secretariat, Lafia",Office Building,Nasarawa,Lafia,,,,,8.4960459,8.5147636
asset_7b993aea72,,INDEPENDENT NATIONAL ELECTORAL COMMISSION,Office Building,,,,,,,,
asset_9198825f04,1456,INEC Office,Office Building,Ogun,Abeokuta South,Ibara Housing Road,,,,7.1594138,3.3645466
asset_9c9976ac87,1457,INEC Office,Office Building,Ondo,Akure,"1, Ola Akadiri Street, Alagbaka Quarters",,,,7.2525595,5.1932647
asset_e1d30fae76,1458,INEC Office,Office Building,Delta,Asaba,"Okpanam Road ,Off NTA Road, Central Area",,,,6.1858825,6.7297071
asset_2dda19f16f,1459,INEC Office,Office Building,Bauchi,Bauchi,Ahamdu Bello Way,,,,10.3168749,9.8410189
asset_509f58f28f,1460,INEC Office,Office Building,Edo,Benin,"Ekenhuan Road, Ogoguogbo",,,,6.3330586,5.6221058
asset_3a6df65a33,1461,INEC Office,Office Building,Cross River,Calabar,"Murtala Mohammed High Way, Ikot Efa",,,,4.9795999,8.3373597
asset_0786a1419b,1462,INEC Office,Office Building,Yobe,Damaturu,"Biu - Gujba Road, Sabon Kasa",,,,11.747,11.9608
asset_468635131f,1463,INEC Office,Office Building,Jigawa,Dutse,Close to Government,Close to Government House,,,11.6909859,9.3390747
asset_6cf19bf819,1464,INEC Office,Office Building,Enugu,Enugu,"1, Achi Street, Independence Layout",,,,6.4314412,7.5197827
asset_3c3a2a6ba0,1465,INEC Office,Office Building,Gombe,Gombe,Federal Secretariat Road,,,,10.2909989,11.136401
asset_4b35715d68,1466,INEC Office,Office Building,Oyo,Ibadan,Off Parliament Road,,,,7.3786064,3.8969928
asset_9ff2381cfe,1467,INEC Office,Office Building,Kwara,Ilorin,"Adewale, Western Reservoir Road",,,,8.4963657,4.5480484
asset_c560633546,1468,INEC Office,Office Building,Plateau,Jos,Zaria Road,,,,9.9432287,8.867102
asset_3ab159d5fc,1469,INEC Office,Office Building,Kaduna,Kaduna,"3 Kinshasa Road, Ungwan Rimi",,,,10.5182899,7.4359863
asset_a6eebf5db0,1470,INEC Office,Office Building,Kano,Kano,Kofar Mazugal Road,,,,11.9939978,8.5219738
asset_4c79be9989,1471,INEC Office,Office Building,Kastina,Kastina,,,,,,
asset_0d9a3a4d98,1472,INEC Office,Office Building,Benue,Makurdi,"Customary Court, Behind Customary Court, Akume Road, Buruku",,,,7.7312634,8.538425
asset_fe31389ae6,1473,INEC Office,Office Building,Borno,Maiduguri,Airport Road,,,,11.8395375,13.1536214
asset_7f1ff8bae7,1474,INEC Office,Office Building,Niger,Minna,"David Mark Road, Tundun Wada North",,,,9.6187093,6.5475752
asset_22befad619,1475,INEC Office,Office Building,Imo,Owerri,"Port Harcourt Road, New Owerri",,,,5.489736,7.0341973
asset_4d2a48b158,1476,INEC Office,Office Building,River,Port Harcourt,"49, Port Harcourt - Aba Express Way",Eastern Garden Chinese Restaurant,,,5.2914028,8.2972844
asset_6a4ca39b24,1477,INEC Office,Office Building,Sokoto,Sokoto,"Tangaza Road, Mabera Mujaya",,,,13.0610588,5.2373194
asset_8543004871,1478,INEC Office,Office Building,Akwa Ibom,Uyo,Off Itiam Etoi Road,,,,4.990237,7.9974399
asset_b9911898f9,1479,INEC Office,Office Building,Adamawa,Yola,"Galadima Aminu Road, Karewa, Jimeta",,,,9.2089255,12.4802485
asset_bf04e63219,1481,INEC Office,Office Building,Bayelsa,Yenagoa,Off Arietallin Street,,,,4.9334651,6.2747786
asset_407d946703,1482,INEC Office,Office Building,Zamfara,Gusau,Sokoto Bye Pass Road,,,,12.1658358,6.6606398
asset_0510625890,1484,INEC Office,Office Building,Osun,Osogbo,"Gbongon Road, Abere",,,,7.7583223,4.5750447
asset_44b7f623c4,1485,INEC Office,Office Building,Ekiti,Ado Ekiti,Iyin Road,,,,7.6602398,5.1766642
asset_faa6db81a2,1486,INEC Office,Office Building,Ebonyi,Abakaliki,Town Planning Road,,,,6.3272488,8.1098171
asset_867cfb8260,,CENTRAL BANK OF NIGERIA,Office Building,,,,,,,,
asset_e5b4bdc1fd,1488,Central Bank Of Nigeria,Office Building,Abuja,AMAC,"Central Bank of Nigeria,
Plot 33, Abubakar Tafawa Balewa Way,Central Business District,
Cadastral Zone",,,,9.0552729,7.4662595
asset_486419acef,1489,Central Bank Of Nigeria Branch Office,Office Building,Abuja,AMAC,"Zaria Street, Garki II",,,,9.0292791,7.4973036
asset_64263431a5,1490,State Office/ Currency Center,Office Building,Abia,Umuahia,Commissioners Quarters,,,,5.5324032,7.4924165
asset_1def7961b6,1491,State Office,Office Building,Adamawa,Yola,CBN Galadima Aminu Road,,,,9.2089255,12.4802485
asset_ca884894cb,1492,State Office,Office Building,Anambra,Awka,"37, Azikiwe Avenue",,,,6.2236775,7.0975455
asset_fd0acf500a,1493,State Office/ Currency Center,Office Building,Akwa Ibom,Uyo,Plot 13 & 14 Abak Road,,,,4.990237,7.9974399
asset_f939118fea,1495,State Office,Office Building,Bayelsa,Yenegoa,"21 Osiri road, Ekeki",,,,4.9334651,6.2747786
asset_1f2f9ce563,1496,State Office,Office Building,Benue,Makurdi,Shitu Alao Road,,,,7.7312634,8.538425
asset_91c6731ada,1497,State Office,Office Building,Borno,Maiduguri,"3, Kirikasama Road",,,,11.8395375,13.1536214
asset_6f7f2554db,1498,State Office,Office Building,Cross River,Calabar,"8, Calabar Road",,,,4.9654506,8.3262949
asset_95c24321e7,1499,State Office,Office Building,Delta,Asaba,Along Benin_Onitsha Expressway,,,,6.1858825,6.7297071
asset_be7baafcae,1500,State Office,Office Building,Ebonyi,Abakaliki,"No. 1 Nwene Street, Off Ezza Road",,,,6.3208897,8.1133202
asset_56077c09d1,1503,State Office,Office Building,Enugu,Enugu,"3, Garden Avenue",,,,6.4546213,7.4919094
asset_c69020bb92,1504,State Office,Office Building,Gombe,Gombe,Off Shehu Abubakar Road,Opposite Deputy Governors,,,10.2822161,11.1629771
asset_d5d8a0ba70,1505,State Office,Office Building,Imo,Owerri,New Okigwe Road,,,,5.489736,7.0341973
asset_e6f9ed4e3c,1506,State Office,Office Building,Jigawa,Dutse,Sanni Abacha Way,,,,11.6909859,9.3390747
asset_1f95e15a9a,1507,State Office,Office Building,Kaduna,Kaduna,1A Yakubu Gowon Way,,,,10.5182899,7.4359863
asset_2ca6710c6b,1508,State Office,Office Building,Kano,Kano,"4A, Lagos Street",,,,12.0070002,8.5421562
asset_ddc87bf0a6,1509,State Office/ Currency Center,Office Building,Kastina,Kastina,WTC Road,,,,,
asset_49036af449,1510,State Office,Office Building,Kebbi,Birnin Kebbi,Sultan Abubakar road,,,,12.4573462,4.2006114
asset_7c7fd30ed4,1511,State Office/ Currency Center,Office Building,Kogi,Lokoja,Goverment House Road,Opposite Kogi State Government House,,,7.802355,6.7430327
asset_0e17031c08,1512,State Office/ Currency Center,Office Building,Kwara,Ilorin,"1, Sulu Gambari Road",,,,8.4858195,4.5659712
asset_ac156e7079,1513,State Office,Office Building,Lagos,Island,Tinubu Sqare,,,,6.434344,3.4095965
asset_62129ab406,1514,State Office,Office Building,Nasarawa,Lafia,Shendam Road,,,,8.5473439,8.7412416
asset_76bd7ff14a,1515,State Office,Office Building,Niger,Minna,Paiko Road,,,,9.6187093,6.5475752
asset_4184bac8cf,1516,State Office,Office Building,Ondo,Akure,Old Secretariat Road,,,,7.2525595,5.1932647
asset_8af4c2ec6d,1517,State Office/ Currency Center,Office Building,Osun,Oshogbo,Plot 4 Gbogon Road,,,,7.7791666,4.5538891
asset_f62f90fa29,1518,State Office,Office Building,Oyo,Ibadan,Oba Adebimpe Road,,,,7.3786064,3.8969928
asset_61cd57edca,1519,State Office,Office Building,Plateau,Jos,"4, Noad Avenue",,,,9.9175125,8.8979401
asset_7d61292674,1520,State Office,Office Building,Rivers,Port Harcourt,2 Bank Road,,,,4.7676576,7.0188527
asset_6c6e58a987,1521,State Office,Office Building,Sokoto,Sokoto,Gusau Road,,,,13.0610588,5.2373194
asset_da400f6f43,1522,State Office,Office Building,Taraba,Jalingo,Barde Way,Opposite PHCN Office,,,8.9000407,11.3681561
asset_ea56af061e,1523,State Office,Office Building,Yobe,Damaturu,2 GRA Road,Behind Central Mosque,,,11.747,11.9608
asset_366a7dae56,1524,State Office,Office Building,Zamfara,Gusau,J.B.Yakubu Street,Opposite Access Bank,,,12.1658358,6.6606398
asset_1b978d0498,1,Ministry of Defence HQ,Office,Abuja,AMAC,"Ship House, Area 10, Garki, Abuja",,26/4/1999,,9.0552729,7.4662595
asset_395ad0ad6e,2,"Civilian Personnel Unit, Abuja",Office,Abuja,AMAC,"Defence Headquarters, Abuja",,,,9.0443155,7.4822012
asset_ae1564c124,3,Civilian Personnel Unit (CPU) HQTRS,Office,Lagos,,"NNS Beecroft Harbout Rd, Apapa, Lagos.",,,,6.4550575,3.3941795
asset_6d2a773fc1,4,Central Pay Office,Office,Lagos,,"23 Point Road, Apapa, Lagos",,,,6.4504594,3.3630265
asset_06370035ff,5,"Lagos Liaison Office, Tafawa Balewa Square, Lagos",Office,Lagos,,"1 â€“ 3 Moloney Street, Obalenda, Lagos",,,,6.4550575,3.3941795
asset_c5e911f503,6,81 Division Civilian Personnel Unit Admin,Office,Lagos,,"Bonny Camp, Lagos",,,,6.4357891,3.4067535
asset_6b14996c50,8,"Headquarters Nigerian Air Force Civilian Personnel Unit, Ikeja",Office,Lagos,Ikeja,"HQ Nigerian Air Force Civilian Personnel Unit Ikeja, Lagos",,,,6.5974727,3.3432815
asset_15e185f78f,9,"Headquarters Training, Command NAF CPU, Kaduna",Office,Kaduna,,"Sokoto Road, Off Independence Way, Kaduna",,,,10.3825318,7.8533226
asset_00949608f8,10,"Hon. Minister of Defence Guest House, Kaduna",Residential,Kaduna,Kaduna North,"Mosibo Adamawa Road, Kaduna",,,,10.5561853,7.4527471
asset_824c6f8fe5,11,Headquarters I Div CPU,Office,Kaduna,Kaduna North,"Ali Akilu Road, Kaduna",,,,10.5856344,7.4470264
asset_f40e0a605e,12,Civilian Personnel Unit Admin Office,Office,Niger,,"Jaji, Kaduna",,,,9.9326083,5.6511088
asset_863475bc3d,13,"Civilian Personnel Unit Head Office, Minna",Office,Niger,Minna,"TRADOC Minna, Niger",,,,9.6187093,6.5475752
asset_e12877b979,14,"Civilian Personnel Unit Headquarters, Jos",Office,Plateau,Jos,"3rd Division, Nigerian Army, Jos",,,,9.9175125,8.8979401
asset_989a374603,15,"Nigerian Navy CPU Headquarters, Port Harcourt",Office,Rivers,,"Naval Base NNS Paqthfinder, Rumu Olumeni, Port Harcourt, Rivers State",,,,4.8416028,6.8604088
asset_378ac81ac0,16,CPU HQ Enugu,Office,Enugu,,Enugu state,,,,6.8641025,7.4097397
asset_135e611360,17,CPU Admin,Office Building,Oyo,,"Division Headquarters, Ibadan",,,,8.2151249,3.5642897
asset_ab01839f46,18,CPU Accts,Office,Oyo,Ibadan,Division HQ Ibadan,,,,7.3786064,3.8969928
asset_661bbb442d,19,CPU Audit,Office,Oyo,Ibadan,"Division HQ, Ibadan",,,,7.3786064,3.8969928
asset_6701f7cddc,20,"Civilian Personnel Unit, Benin",Office,Edo,Benin,"Headquarters 4 BDE, Benin.",,,,6.3330586,5.6221058
asset_e10e28bcdb,,DEFENCE HEADQUARTERS GARRISON OFFICERS,Office Building,,,,,,,,
asset_21ce2c3355,21,Defence Headquarters & Head of Svc,Residential,Lagos,Lagos Island,,,,,6.5146557,3.4907375
asset_94f23c13d0,29,Defence HeadQuarters  Staff Quarters,Residential,Asokoro/Abuja,AMAC,Main Block Mogadishu Cant,,,,9.0611633,7.5076449
asset_028c2bdd43,37,GIWA PROJECT (Defence headquarters),CO's Accommodation,LAGOS,ETI - OSA,"2 Kingsway Rd, Ikoyi, Lagos","Falomo, Ikoyi",,,6.4592426,3.532073
asset_416db03497,53,AN Barracks Sabo-Yaba Lagos,Residential,"Yaba, Lagos",Yaba,AN Barracks,"Queen's College, Yaba",,,6.51114,3.3705832
asset_dd601c57d9,63,NAOWA Creche/Nursery School,Office/ Classroom,"Yaba, Lagos",Yaba,AN Barracks,"Queen's College, Yaba",2013,,6.51114,3.3705832
asset_592671be77,,NIGERIAN ARMY COMMAND RECORDS,Office Building,,,,,,,,
asset_66d430cf67,64,HQ CAR,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_30a4610a78,65,Comd's  House,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_5bcf210167,66,MOQ,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_7df3bfd940,67,SOQ,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_a35d380cf6,68,SNCO's  OTR,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_645318b3ff,70,MRS,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_2931241da8,71,Magazine/Armstore,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_45f4fee2e3,72,Army Day Sec Sch,School,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_1913803fca,73,Army Children Sch,School,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_3f233cd3f7,74,Officers Mess,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_3767fa474d,75,WO's/Sergent Mess,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_b68ef5b790,76,Soldiers  Club,Office Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_ae30d150d1,77,Catholic Church,Religious Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_82e2f91ff9,78,Central Mosque,Religious Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_167522aeab,79,Protestant  Church,Religious Building,Kogi,Adavi,,,,,7.6844147,6.4667075
asset_0c7a77df9d,,HEADQUARTERS GARRISON,Office Building,,,,,,,,
asset_3515a319f7,80,Army Headquarters,Accommodation,Abuja FCt,AMAC,Niger Barracks Asokoro,,,,9.0552729,7.4662595
asset_e556313d95,,NIGERIAN ARMY 1 -3 MOLONEY STREET- LAGOS,Office Building,,,,,,,,
asset_59008deb31,98,Nigerian Army College of Logistics/ Nigerian Navy Directorates/Units,Office Building,Lagos,Lagos Island,"1-3, Moloney street",Tafawa Balewa Square,Unknown,,6.4481276,3.405306
asset_0dbb296003,99,Nigerian Army  College of Logistics,Student Hotel,Lagos,Eti-Osa,Bonny Cant Victoria Islan,Military Barracks,"RE-Commissioned       3 April, 18",,6.4592426,3.532073
asset_157087a859,,OBIENU BARRACKS - BAUCHI,Office Building,,,,,,,,
asset_33d5b377bd,100,MOD/NA/NAAC,Store,Bauchi,Bauchi LGA,"HQ NAAC,  Bauchi",Obienu Barracks,1989-03-17 00:00:00,,10.3168749,9.8410189
asset_6f86016c49,146,NAVAL HEADQUARTERS,Office Complex,Abuja,AMAC,,,,,9.0552729,7.4662595
asset_cb06d8bf5b,147,CNS HOUSE NO. 2,Accommodation,Abuja,AMAC,,,,,9.0552729,7.4662595
asset_051a1d24f8,148,CNS GUEST HOUSE NO 10,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_6d68dbaa54,149,NN OFFICERS RESIDENCE,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_8aa0ae65f1,150,a.   NO 28,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_c4b39cc46a,151,b.   NO. 29,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_f28dff6e52,153,d.  NO. 43,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_7c239977e9,156,g.  NO. 71,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_895cc48270,157,h.  NO. 79,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_ab495e88cc,158,i.   NO. 86,Accommodation,Abuja,AMAC,Niger Barracks,,,,9.076242,7.5231494
asset_be65864dc0,159,"NAVAL UNIT COMPLEX, MOGADISHU",Office Building,Abuja,AMAC,Mogadishu Cantonment,,,,9.0552729,7.4662595
asset_c74d6769eb,167,HOUSE NO 8 CAMP WU BASSEY,3 Bedroom (Accommodation),Abuja,AMAC,,,,,9.0552729,7.4662595
asset_4237de7d32,169,"NN SENIOR RATE QUARTERS, KUBWA",3 Bedroom (Accommodation),Bwari,Kubwa,,,,,9.1639788,7.3252676
asset_069e2c6344,171,OFFICERS QUARTERS,3 Bedroom (Accommodation),Abuja,Gwarimpa,,,,,9.0819688,7.3920866
asset_c30a819193,172,NN SENIOR OFFICERS QUARTERS,2 Bedroom (Accommodation),Kubwa,Bwari,"Oduduwa, Kubwa",,,,9.1526752,7.3410781
asset_5bf7ed3fc0,174,BLCK 11 JUNIOR OFFICERS QUARTERS,Maisonette,Kubwa,Bwari,Phase IV Kubwa,,,,9.1526752,7.3410781
asset_a4710cfb12,175,BLCK 12 JUNIOR OFFICERS QUARTERS,Maisonette,Kubwa,Bwari,Phase IV Kubwa,,,,9.1526752,7.3410781
asset_02a69421de,176,NN OFFICERS QUARTERS,2 Bedroom,Kubwa,Bwari,Opposite Kubwa General Hospital,,,,9.1526752,7.3410781
asset_bf77cb9f87,177,NN OFFICERS QUARTERS USHAFFA BARRACKS,Block A & B,Abuja,Bwari,Bwari Area,,,,9.2357478,7.4718746
asset_c6c4be0f56,180,HEADQUARTERS WESTERN NAVAL COMMAND,Office Building,,,,,,,,
asset_177a09c8be,181,HQ WNC,Office Building (Western Command Administrative Block),"Apapa, Lagos",Apapa,"Harbour Road, Apapa, Lagos State",Wharf,,,6.4625061,3.37215
asset_5e79642c97,189,NNS BEECROFT,Accommodation (Base Flats Officers Quarters),"NNS BEECROFT, Apapa, Lagos",Apapa,"Harbour Road, Apapa, Lagos State",Wharf,,,,
asset_1899984063,,NNS WEY,Office Building,,,,,,,,
asset_156be491cb,200,"a.   Navy Town, Ojo",Office Building (Administrative Block),"Ojo, Lagos",Amuwo Odofin,"Navy Town Ojo, Lagos State",Satellite Town,1985,,6.4624975,3.1657099
asset_3dabade0aa,205,c.    Mobil Road,Accommodation (Naval personnel),"Apapa,",Ajeromi/Ifelodun,"Apapa, Lagos State",Mobil Road,,,6.4469046,3.362237
asset_22c57bafb0,206,d.    Reeve Road,Accommodation (Naval personnel),Ikoyi,Eti-Osa,"Ikoyi, Lagos State",Ikoyi,,,6.434344,3.4095965
asset_5f88b1b581,207,e.    Dockyard,Accommodation (Naval personnel),"Victoria Island, Lagos",Eti-Osa,"Victoria Island, Lagos",Naval Dockyard,,,6.4281243,3.4227504
asset_c94445e361,208,f.    Ipaja,Accommodation (Naval personnel),"Ipaja, Lagos",Alimosho,"Ipaja, Lagos State",Ipaja,,,6.6066507,3.262372
asset_fca81095ff,209,NNRH OJO,Office Building (Clinic),"Ojo, Lagos",Amuwo Odofin,"Navy Town Ojo, Lagos State",Satellite Town,1985,,6.4624975,3.1657099
asset_c0aecb5604,227,"Obisesan Naval Medical Centre Mobil Road, APAPA",Main Hospital Building,Apapa,Ajeromi/Ifelodun,Nigerian Navy Barracks Mobil Road,Federal Printing Press Bus Stop,1982,,6.445187,3.3683732
asset_3df92fa4c0,233,FOB IGBOKODA,Office Building (Administrative Block),Igbokoda,Ilaje,"Igbokoda-Ugbo,   Expressway",Ugbonla,Not Commissioned,,6.3538897,4.8007647
asset_1fb6baf091,240,FOB BADAGRY,RMAC,Badagry,Badagry,"FOB Badagry Akarakumo Road, Lagos",Topo/Akarakumo Community,Rented,,6.4167339,2.8846128
asset_53f2e0da02,249,Nigerian Navy Secondary School  OJO,Office Building (Administrative Block),Nigerian Navy Secondary School Ojo Lagos,Amuwo Odofin,Navy Town Barracks Ojo,Navy Town Ojo,1982,,6.4511041,3.276287
asset_f43c47fa7a,267,Nigerian Navy Secondary School  ABEOKUTA,Accommodation (commandant House),Abeokuta,Abeokuta South,"Onikoko Road, Ibara Abeokuta",Nigerian Navy Secondary School Abeokuta,,,7.161,3.348
asset_fc945078e2,292,Nigerian Navy Secondary School  OGBOMOSHO,Office Building (Assembly Hall),Ogbomosho,Surulere,NNSS Ogbomoso,Iresa-Apa,Contract Awarded 2012,,8.133,4.25
asset_c565298493,304,Nigerian Navy Secondary School  IMERI,Office Building,Imeri,Ose,Imeri-Ipesi Road,Idoani Community,Yet to be completed,,6.5000135,2.8169608
asset_7c4091068e,315,Nigerian Navy Primary School OJO,Office Building (Classrooms),"Ojo, Lagos",Amuwo Odofin,"Navy Town Ojo, Lagos State",Satellite Town,,,6.4624975,3.1657099
asset_1ed6957991,318,Nigerian Navy Primary School MOBIL ROAD,Office Building (Administrative Blocks),"Apapa, Lagos",Apapa,"Mobil Road Apapa, Lagos State",,,,6.4469046,3.362237
asset_e22fcd4e72,321,Nigerian Navy Primary School OKOKOMAIKO,Office Building (Classrooms),Okokomaiko,Ojo,,Alaba area,,,6.4908638,3.1443594
asset_76aba04bd5,,HEADQUARTERS LOGISTICS COMMAND OGHARA,Office Building,,,,,,,,
asset_91742b2d92,332,FLEET SUPPORT GROUP WEST,Office Building,Lagos,Apapa,Harbour Road Apapa,NNS BEECROFT Jetty,,,6.4625061,3.37215
asset_aed80f16d0,339,FLEET SUPPORT GROUP EAST,Residential Building,Calabar,Calabar Municipal,Nigerian Navy Barracks,Navy Barracks,1983,,4.9965111,8.3335313
asset_a50b72978f,343,FLEET SUPPORT GROUP CENTRAL,Office Building,Warri,Warri South,Nigerian Navy Base DELTA Warri-Sapele Road Warri,NNPC Building,2012,,5.5151142,5.744156
asset_770afe58e5,344,LAGOS LOGISTICS DEPOT,Office/Warehouse Building,Lagos,Eti-Osa,Wilmot Point Victoria Island Lagos,Ahmadu Bello Way,1990,,6.4219919,3.4089107
asset_bb78a3798c,350,PORT HARCOURT LOGISTICS DEPOT,Residential Building,Port Harcourt,Rumuolomeni,Naval Base Rumuolumeni P/H,NNS PARTHFINDER,2009,,4.7676576,7.0188527
